見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
県立近代美術館,073-436-8690　,073-436-1337 ,〒640-8137　和歌山市吹上1-4-14,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,コレクション展2019-春＋新収蔵作品,展示,4月27日（土）～5月19日（日）,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立近代美術館,073-436-8690　,073-436-1337 ,〒640-8137　和歌山市吹上1-4-14,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,企画展「LOVE（your）LIFE! まいにちがアート」,展示,4月27日（土）～6月30日（日）,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立博物館,073-436-8671　,073-423-2468,〒640-8137　和歌山市吹上1-4-15,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,特別展「仏像と神像へのまなざし」－守り伝える人々のいとなみ－,展示,4月27日（土）～6月2日（日）,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,春期企画展『縄文・弥生の「海の道」と「陸の道」～紀伊半島と東西交流～』,展示,～5月12日（日）,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,展示講座(1)「春期企画展」,イベント,4月14日（日）13:30～15:30,,小学生以上,30人（先着順）,,事前申込,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,古墳ガイドツアー(1),イベント,4月27日（土）13:30～15:30,,小学生以上,30人（先着順）,,4月12日13:00～,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立自然博物館,073-483-1777　,073-483-2721,〒642-0001　海南市船尾370-1,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,月刊クイズで楽しむ自然博物館！！,イベント,開館日に実施,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立図書館,073-436-9500　,073-436-9501,〒641-0051　和歌山市西高松1-7-38,9:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合次の平日）　毎月第2木曜,ボランティアによる「おはなし会」,イベント,4月20・27日、５月11日 いずれも土曜14:00～5月4日（祝）11:00～,,,,,,入場無料
県立図書館,073-436-9500　,073-436-9501,〒641-0051　和歌山市西高松1-7-38,9:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合次の平日）　毎月第2木曜,図書館バックヤード見学～親子の部～,,5月5日（祝）10:00～11:10、14:00～15:10,,県内小学生とその保護者 ,各10組（先着順）,,4月18日～,入場無料
県立紀南図書館, 0739-22-2061,0739-22-4773,〒646-0011 田辺市新庄町3353-9（県立情報交流センターBig・U内）,9:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合次の平日）　毎月第2木曜,ゆうゆうおはなし会,イベント,4月21・28日、5月5・12日 いずれも日曜11:00～11:30,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,春の洋ラン展,展示,4月12日（金）～14日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,春のボタニカルアート教室,イベント,4月20日（土）・21日（日）9:30～12:00,,,各32人（先着順）,"1,000円",,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,春のえびね展,,4月27日（土）～29日（祝）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,シャボテン・多肉植物品評会,,5月3日（祝）～6日（振休）,,,,,,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,犬・猫の飼い方講習会及び譲渡会,イベント,(1)4月14日（日）・22日（月）・28日（日）、5月8日（水）・12日（日）・26日（日）11:00～(2)4月21日（日）13:00～,(1)県動物愛護センター(2)ハナヨアリーナ（田辺市）,,,"※譲渡を受けるには受講と、犬については狂犬病予防注射代2,640円が必要です。",,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,犬・猫のミルク・一時預かり・譲渡ボランティア講習会,イベント,(1)4月13日（土）(2)15日（月）(3)17日（水）(4)19日（金）(5)22日（月）(6)25日（木）いずれも13:30～14:30,(1)県動物愛護センター(2)西牟婁振興局（田辺市）(3)湯浅保健所(4)橋本保健所(5)東牟婁振興局（新宮市）(6)御坊保健所,,,,,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,わうフェスタinゴールデンウィーク犬の散歩体験、やぎのえさやり、動物とのふれあい、ぬり絵など,イベント,5月3日（祝）～5日（祝）10:00～17:00,,,,,,入場無料
